olt,onu_id,consumo_total,horas_activas,ratio_up_down,estado,es_revendedor
OLT VSOL COLONIAS,GPON01ONU33,99.74000000000001,86,0.09688771582536017,NORMAL,1
OLT VSOL FLOR A,GPON06ONU32,99.11,84,0.48791472751839066,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU41,98.83,91,0.13597701149425287,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU117,98.69,91,0.045223469603897476,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU94,98.58,91,0.10243793334824423,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU34,98.42,84,0.6701170880705922,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU76,97.89,71,1.4350746268656716,CRITICO,-1
OLT VSOL FLOR A,GPON04ONU12,97.66000000000001,97,0.1266728195662206,NORMAL,1
OLT VSOL FLOR A,GPON05ONU75,97.56,95,0.5884076847932269,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU47,97.37,87,0.3888175723862502,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU9,96.87,91,0.2276010645038652,NORMAL,1
OLT VSOL FLOR A,GPON05ONU4,96.85,97,0.21153365023767826,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU20,96.77,91,0.2945819397993311,NORMAL,1
OLT VSOL FLOR A,GPON03ONU10,96.49,108,0.1245920745920746,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU52,96.43,91,0.04906440382941688,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU25,95.89,91,0.10881128584643848,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU38,95.86,91,0.3061725030658128,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU108,95.82000000000001,81,0.060659729909231797,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU14,95.75,91,0.355080667987546,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU75,95.64,89,0.07836283684744616,NORMAL,1
OLT VSOL FLOR A,GPON06ONU73,95.56,110,0.1250294325406169,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU48,95.35,91,0.26542800265428007,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU123,94.86,91,0.06860425819533626,NORMAL,1
OLT VSOL FLOR A,GPON03ONU67,94.55,111,0.05230940456316083,NORMAL,1
OLT VSOL CARAQUITA,GPON01ONU119,94.54,89,0.09143384899561302,NORMAL,1
OLT VSOL FLOR A,GPON04ONU81,94.44000000000001,108,0.06965681277607882,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU117,94.44,91,0.057440376217668794,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU51,94.42,108,0.1429609006173587,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU37,94.19,91,0.28780421110199617,NORMAL,1
OLT VSOL FLOR A,GPON03ONU33,94.15,102,0.449576597382602,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU4,94.14,89,0.28712059064807216,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU6,93.92,89,0.22355393434080248,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU85,93.84,86,0.4488188976377953,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU19,93.83,88,0.23720991561181431,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU94,93.73,91,0.33785326862689125,NORMAL,1
OLT VSOL FLOR A,GPON05ONU39,93.37,107,0.11486567164179104,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU81,93.35,81,0.048994269018990906,NORMAL,1
OLT VSOL FLOR A,GPON06ONU64,93.33000000000001,84,0.054457123488871315,NORMAL,1
OLT VSOL FLOR A,GPON06ONU28,93.33,102,0.05517241379310345,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU8,93.25,91,0.20618290001293493,NORMAL,1
OLT VSOL FLOR A,GPON05ONU30,93.17,108,0.052173913043478265,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU16,93.09,91,0.17701352889113667,NORMAL,1
OLT VSOL FLOR A,GPON05ONU10,93.03,109,0.2561436672967864,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU2,92.59,91,0.2438205265986029,NORMAL,1
OLT VSOL FLOR A,GPON03ONU2,92.56,100,0.43259557344064387,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU69,92.56,91,0.07477937761263354,NORMAL,1
OLT VSOL FLOR A,GPON03ONU64,92.45,94,0.2175688133807454,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU72,92.35,91,0.1063855277345154,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU5,92.27,88,0.12689301416707377,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU71,92.16000000000001,91,0.12035010940919037,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU101,92.01,91,0.18340836012861736,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU30,92.0,90,0.1465603190428714,NORMAL,1
OLT VSOL FLOR A,GPON03ONU81,91.85,107,0.2003397804495557,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU29,91.61,91,0.02909458548640755,NORMAL,1
OLT VSOL FLOR A,GPON06ONU30,91.45,104,0.3062419654335095,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU34,91.38,91,0.18291262135922332,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU43,91.13,84,0.38854182538473264,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU54,91.03,81,0.05091202955437543,NORMAL,1
OLT VSOL FLOR A,GPON03ONU91,90.95,107,0.1887334988890341,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU71,90.94,91,0.41629029746145463,NORMAL,1
OLT VSOL FLOR A,GPON04ONU94,90.87,97,0.5855871575641249,NORMAL,1
OLT VSOL FLOR A,GPON03ONU71,90.68,111,0.13748118414450577,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU63,90.38000000000001,89,0.16020539152759947,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU34,90.32000000000001,91,0.060467300692732186,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU31,90.24000000000001,83,0.41976085588420387,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU78,90.19,91,0.4824128862590401,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU57,90.18,91,0.11747211895910781,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU64,89.89,91,0.10240372823154278,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU29,89.86,81,0.8489711934156378,CRITICO,-1
OLT VSOL COLONIAS,GPON01ONU38,89.67,83,0.05531364010827351,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU92,89.56,91,0.0980872976949485,NORMAL,1
OLT VSOL FLOR A,GPON04ONU69,89.52000000000001,104,0.0949119373776908,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU24,89.4,91,0.06631679389312976,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU24,89.38000000000001,91,0.06926665869123101,NORMAL,1
OLT VSOL FLOR A,GPON03ONU95,89.31,73,0.13510421962379257,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU74,89.22,91,0.20242587601078166,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU47,89.11,85,0.4164679701160388,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU28,89.08,83,0.33513189448441244,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU57,89.05,82,0.3842686149541427,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU18,89.05,87,0.2445842068483578,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU27,88.72,90,0.39299733082116506,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU47,88.56,108,0.12772188972367246,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU99,88.44,91,0.47695390781563124,NORMAL,1
OLT VSOL FLOR A,GPON03ONU97,88.44,105,0.47670729671063616,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU108,88.39,71,0.38109375,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU44,88.38999999999999,90,0.14317123642007246,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU75,88.26,91,0.27285837900201904,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU114,88.22999999999999,91,0.07388023369036027,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU20,88.21000000000001,88,0.14871728089595,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU61,88.06,91,0.15655371683740477,NORMAL,1
OLT VSOL FLOR A,GPON04ONU8,87.92,104,0.16004749967014117,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU122,87.77000000000001,91,0.30610119047619044,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU19,87.75999999999999,105,0.7323332017370707,CRITICO,-1
OLT VSOL FLOR A,GPON04ONU66,87.74000000000001,110,0.045768772348033365,NORMAL,1
OLT VSOL FLOR A,GPON03ONU35,87.66,104,0.1865186789388197,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU74,87.48,91,0.19280065448595582,NORMAL,1
OLT VSOL FLOR A,GPON05ONU3,87.47,110,0.16331959037105998,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU38,87.42,85,0.05249217433180833,NORMAL,1
OLT VSOL FLOR A,GPON03ONU11,87.38,106,0.16771348389683283,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU93,87.28,91,0.24277374341449523,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU93,87.2,90,0.04769914694220834,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU12,87.18,91,0.29155555555555557,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU81,87.15,91,0.13996075866579463,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU49,87.1,91,0.342478421701603,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU64,87.0,81,0.4380165289256198,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU62,87.0,85,0.1381475667189953,NORMAL,1
OLT VSOL FLOR A,GPON03ONU56,86.78999999999999,109,0.0638636920813925,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU8,86.52000000000001,91,0.16243450221684802,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU17,86.48,91,0.2377272076713897,NORMAL,1
OLT VSOL FLOR A,GPON05ONU31,86.38,96,0.13092432573972246,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU18,86.33000000000001,89,0.062392320945114446,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU72,86.26,74,0.04900887753861121,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU121,86.21000000000001,91,0.9359982034583426,CRITICO,-1
OLT VSOL COLONIAS,GPON06ONU57,86.19,91,0.3049205147615443,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU16,86.11,91,0.37996794871794876,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU69,86.05000000000001,91,0.1353740599023618,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU106,85.96000000000001,86,0.44494873087913933,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU101,85.55,91,0.31797873979356034,NORMAL,1
OLT VSOL FLOR A,GPON06ONU10,85.38,98,0.1914596706670388,NORMAL,1
OLT VSOL FLOR A,GPON04ONU65,85.14999999999999,107,0.04235524544007835,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU14,85.03,91,0.13282707167599253,NORMAL,1
OLT VSOL FLOR A,GPON04ONU88,84.99,101,0.407818452873944,NORMAL,1
OLT VSOL FLOR A,GPON06ONU74,84.94,88,0.10598958333333335,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU40,84.83,90,0.046250616674889,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU9,84.71000000000001,107,0.2113542113542113,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU88,84.66,91,0.3608744574827198,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU96,84.46,90,0.3261108494269116,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU72,84.33,91,0.052546180728906634,NORMAL,1
OLT VSOL FLOR A,GPON03ONU63,84.05,98,0.5640119091924078,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU28,83.44999999999999,91,0.05206757438224912,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU30,83.29,91,0.09018324607329842,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU16,83.00999999999999,77,0.5650452488687783,NORMAL,1
OLT VSOL FLOR A,GPON03ONU96,82.82000000000001,99,0.06781846312532233,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU107,82.61000000000001,91,0.1860732232591529,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU7,82.6,91,0.3889355977803935,NORMAL,1
OLT VSOL FLOR A,GPON06ONU27,82.45,72,0.19666182873730043,NORMAL,1
OLT VSOL FLOR A,GPON03ONU12,82.45,111,0.08974358974358974,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU13,82.25999999999999,91,0.16647759500850823,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU65,82.21,91,0.04953402272437125,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU57,82.19,110,0.07157757496740548,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU40,82.17,91,0.03540826612903226,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU9,81.7,91,0.09006004002668445,NORMAL,1
OLT VSOL FLOR A,GPON06ONU45,81.53,109,0.060621829062052816,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU125,81.48,91,0.14406065711878685,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU10,81.31,91,0.16942327053070616,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU28,81.28999999999999,91,0.15043872063402208,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU49,81.22999999999999,91,0.07404469126008198,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU31,81.16,91,0.5860855970295095,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU97,81.06,91,0.13418217433888344,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU17,81.0,81,0.2471131639722864,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU91,80.98,91,0.08276507554485894,NORMAL,1
OLT VSOL FLOR A,GPON05ONU67,80.83,79,0.35552574207613613,NORMAL,1
OLT VSOL FLOR A,GPON06ONU18,80.77,107,0.05485176962256759,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU7,80.73,88,0.13752289699873185,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU78,80.46,90,0.06386354621182071,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU44,80.31,91,0.07798657718120805,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU20,80.31,83,0.14564907275320974,NORMAL,1
OLT VSOL FLOR A,GPON03ONU94,80.3,107,0.04448491155046826,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU6,80.17,81,0.2495324189526185,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU59,80.1,91,0.35739705134722927,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU19,79.98,79,0.15079136690647482,NORMAL,1
OLT VSOL FLOR A,GPON06ONU2,79.97,107,0.14833429063756462,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU104,79.95,90,0.16528202885876694,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU45,79.91,110,0.08279132791327914,NORMAL,1
OLT VSOL FLOR A,GPON05ONU15,79.9,110,0.13012729844413012,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU95,79.88999999999999,88,0.03323848939472323,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU82,79.85000000000001,91,0.08007574732855403,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU92,79.84,91,0.210797694874128,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU64,79.64,91,0.10903773847653529,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU25,79.53,89,0.3465966813410091,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU42,79.41,81,0.39732535632588417,NORMAL,1
OLT VSOL FLOR A,GPON03ONU89,79.36999999999999,107,0.19371334035193266,NORMAL,1
OLT VSOL FLOR A,GPON05ONU78,79.31,73,0.3992589978828511,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU16,79.21,85,0.056133333333333334,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU16,79.19,91,0.07551269862827652,NORMAL,1
OLT VSOL FLOR A,GPON06ONU7,78.99,112,0.04830789648307897,NORMAL,1
OLT VSOL CARAQUITA,GPON02ONU40,78.92,89,0.41891405969075873,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU21,78.9,69,0.0791957324579401,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU40,78.86,81,0.24601042818770738,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU111,78.82,81,0.05571926064827217,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU84,78.81,84,0.1367373431414972,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU35,78.66,91,0.3040450928381963,NORMAL,1
OLT VSOL FLOR A,GPON03ONU28,78.64999999999999,111,0.12100912200684151,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU5,78.6,91,0.13387189844200809,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU11,78.56,87,0.5278101905873201,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU68,78.17,108,0.041572285143237846,NORMAL,1
OLT VSOL FLOR A,GPON05ONU37,78.05,112,0.05629990526458249,NORMAL,1
OLT VSOL FLOR A,GPON05ONU72,78.0,101,0.03958416633346661,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU111,77.89,91,0.050296655879180155,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU15,77.88,82,0.05499864535356272,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU40,77.7,91,0.13414100131367682,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU8,77.46000000000001,91,0.3137720488466757,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU108,77.25999999999999,91,0.06993491206204128,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU56,77.25,90,0.1368653421633554,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU69,77.03,91,0.17638973732437385,NORMAL,1
OLT VSOL FLOR A,GPON08ONU6,77.0,112,0.05493903274421154,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU2,76.96,105,0.14116251482799524,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU36,76.78999999999999,91,0.3237372866747113,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU62,76.69,91,0.19940569283703471,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU44,76.67,107,0.14364558472553698,NORMAL,1
OLT VSOL FLOR A,GPON03ONU92,76.61,109,0.101509705248023,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU32,76.48,87,0.5795125980999587,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU77,76.44,87,0.13817748659916618,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU54,76.43,89,0.2124048223350254,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU117,76.41,91,0.1516201959306707,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU19,76.38,91,0.40095377842993396,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU6,76.35,90,0.38165038002171553,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU22,75.99,81,0.35502853067047074,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU43,75.91,91,0.042290265000686535,NORMAL,1
OLT VSOL FLOR A,GPON05ONU18,75.75,105,0.0734022955930282,NORMAL,1
OLT VSOL FLOR A,GPON06ONU44,75.52,107,0.05107863604732081,NORMAL,1
OLT VSOL FLOR A,GPON03ONU17,75.47000000000001,102,0.056558868822623544,NORMAL,1
OLT VSOL FLOR A,GPON05ONU21,75.41,107,0.17333125875213942,NORMAL,1
OLT VSOL FLOR A,GPON03ONU104,75.39999999999999,107,0.099927060539752,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU33,75.35000000000001,91,0.05296254891000559,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU58,75.26,91,0.3287429378531074,NORMAL,1
OLT VSOL FLOR A,GPON06ONU43,75.11,98,0.23191733639494835,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU89,75.10000000000001,91,0.22712418300653595,NORMAL,1
OLT VSOL FLOR A,GPON06ONU69,75.05999999999999,106,0.02681258549931601,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU50,75.03,84,0.06834686031610422,NORMAL,1
OLT VSOL FLOR A,GPON04ONU58,75.01,109,0.328786536758193,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU95,75.0,91,0.07712193020249893,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU39,74.77,91,0.12453000451195669,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU27,74.62,104,0.12616963477210985,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU2,74.59,87,0.050119667746022806,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU19,74.44,91,0.30527792389970193,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU34,74.1,84,0.3581378299120234,NORMAL,1
OLT VSOL FLOR A,GPON03ONU54,74.06,110,0.12331260427726376,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU10,74.05,91,0.21532906614147382,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU39,73.88,91,1.079369546861807,CRITICO,-1
OLT VSOL COLONIAS,GPON06ONU48,73.88,80,0.6956621528574707,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU18,73.84,91,0.08988929889298893,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU45,73.61,91,0.2772861356932153,NORMAL,1
OLT VSOL CARAQUITA,GPON06ONU27,73.41,91,0.27006920415224916,NORMAL,1
OLT VSOL COLONIAS,GPON01ONU35,73.3,80,0.3385682980277575,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU8,73.29,91,0.09731995807755651,NORMAL,1
OLT VSOL COLONIAS,GPON03ONU32,73.13,91,0.04845878136200717,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU31,72.88,91,0.1373283395755306,NORMAL,1
OLT VSOL FLOR A,GPON03ONU83,72.74,108,0.05435570372517757,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU15,72.57,87,0.24583690987124465,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU8,72.56,91,0.2790410717433457,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU35,72.53999999999999,81,0.10900473933649289,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU44,72.41,91,0.05338958393948211,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU112,72.35000000000001,76,0.0769574278058946,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU51,72.3,91,0.04737070838765754,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU50,72.27,107,0.18184791496320524,NORMAL,1
OLT VSOL FLOR A,GPON06ONU11,72.16,111,0.21686340640809443,NORMAL,1
OLT VSOL COLONIAS,GPON02ONU74,71.96,91,0.028587764436821043,NORMAL,1
OLT VSOL COLONIAS,GPON07ONU120,71.95,91,0.13736958583623143,NORMAL,1
OLT VSOL CARAQUITA,GPON03ONU14,71.64999999999999,86,0.0784166164960867,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU59,71.56,111,0.07641395908543923,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU106,71.55999999999999,91,0.045281916447560626,NORMAL,1
OLT VSOL COLONIAS,GPON04ONU32,71.48,91,0.03850065378468691,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU113,71.47,89,0.3738946559015763,NORMAL,1
OLT VSOL COLONIAS,GPON06ONU2,71.39999999999999,91,0.09727985246657447,NORMAL,1
OLT VSOL COLONIAS,GPON05ONU11,71.37,91,0.17057569296375266,NORMAL,1
OLT VSOL FLOR A,GPON04ONU62,71.3,110,0.1194850054953682,NORMAL,1
OLT VSOL COLONIAS,GPON08ONU25,71.09,91,0.09083934325609942,NORMAL,1
